Part No,Description,UPC,HMV,Vir,VMS UAE,VMS QAT,ARQOOB SOH, Product Distribution,Retailer SOH,,,,,Cost,,,,,Price,,,,RRP,,,,Jan,,,,,Feb,,,,,March,,,,,April,,,,,May,,,,,June,,,,,July,,,,
,,,,,,,,,HMV,VMS-U,VMS-Q,Vir,Total, HMV , VMS-U , VMS-Q , Vir (QAR) ,Final, HMV , VMS-U , VMS-Q ,Vir (QAR), HMV , VMS-U , VMS-Q ,Vir (QAR),HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total,HMV,VMS-U,VMS-Q,Vir,Total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATYW-B03      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLUE                                                               ,6953156286979,,1,1,,59.00,,,7,21,,28,,14.40,14.40,,14.40,,40.00,45.00,,,79.00,89.00,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,3,3,,6,,1,2,,3
CATYW-B09      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M RED                                                                ,6953156286986,,1,1,,39.00,,,5,24,,29,,14.39,14.39,,14.39,,40.00,45.00,,,79.00,89.00,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,4,1,,5,,3,1,,4
ACNXB-02       ,BASEUS WARM LITTLE WHITE FAN HEATER                                                                           ,6953156287372,,,,,,,,0,,,0,,0.00,,,0.00,,79.50,,,,169.00,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
SGAPWA4-A01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 40MM                             ,6953156287884,,1,,,28.00,,,16,,,16,,13.19,,,13.19,,29.50,,,,59.00,,,,,,,0,,21,,,21,,40,,,40,,30,,,30,,16,,,16,,6,,,6,,2,,,2
SGAPWA4-B01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 44MM                             ,6953156287891,,1,,,20.00,,,6,,,6,,13.95,,,13.95,,29.50,,,,59.00,,,,,,,0,,37,,,37,,52,,,52,,11,,,11,,6,,,6,,0,,,0,,0,,,0
SUWNT-01       ,BASEUS FOLDING UNIVERSAL STICKER BLACK                                                                        ,6953156288126,,1,1,,21.00,,,9,17,,26,,7.61,7.61,,7.61,,29.50,34.50,,,62.00,69.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,2,0,,2,,1,0,,1,,1,3,,4
SUWNT-02       ,BASEUS FOLDING UNIVERSAL STICKER TRANSPARENT                                                                  ,6953156288133,,1,1,,4.00,,,9,26,,35,,7.61,7.61,,7.61,,29.50,34.50,,,62.00,69.00,,,,,,0,,,,,0,,,,,0,,1,0,,1,,12,0,,12,,14,0,,14,,6,3,,9
ACPBCJ-01      ,BASEUS SHOOTING GAME TOOL FOR PAD BLACK                                                                       ,6953156288492,,1,,,8.00,,,13,,,13,,9.51,,,9.51,,34.50,,,,69.00,,,,,,,0,,12,,,12,,24,,,24,,9,,,9,,20,,,20,,21,,,21,,6,,,6
ACPBCJ-02      ,BASEUS SHOOTING GAME TOOL FOR PAD TRANSPARENT                                                                 ,6953156288508,,1,,,13.00,,,18,,,18,,9.51,,,9.51,,34.50,,,,69.00,,,,,,,0,,10,,,10,,25,,,25,,22,,,22,,19,,,19,,13,,,13,,11,,,11
CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,6953156288935,,,,,1.00,,,0,0,,0,,55.18,55.18,,55.18,,114.50,120.00,,,241.00,239.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0
CAMLT-BYG1,Baseus Fabric 3-in-1 Flexible Cable USB For M+L+T 3.5A 1.2m Dark,6953156289116,1,,,,,,5,,,,5,,,,,0.00,43.45,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
SGAPIPH58-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                               ,6953156289734,,1,,,8.00,,,12,0,,12,,9.66,9.66,,9.66,,40.00,45.00,,,83.00,89.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,10,0,,10,,23,0,,23,,26,0,,26
SGAPIPH58-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                       ,6953156289758,,1,,,181.00,Not OK,,28,0,,28,,15.69,15.69,,15.69,,45.00,50.00,,,93.00,99.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,12,0,,12,,15,0,,15,,21,0,,21
SGAPIPH65-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                             ,6953156289796,,1,,,32.00,,,6,,,6,,10.26,,,10.26,,40.00,,,,83.00,,,,,,,0,,,,,0,,,,,0,,0,,,0,,2,,,2,,14,,,14,,7,,,7
SGAPIPH65-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                     ,6953156289819,,1,,,167.00,Not OK,,21,0,,21,,16.00,16.00,,16.00,,45.00,50.00,,,93.00,99.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,11,0,,11,,15,0,,15,,19,0,,19
CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,6953156290488,,,,,40.00,,,0,0,,0,,18.32,18.32,,18.32,,44.50,50.00,,,94.00,99.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0
CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,6953156290495,,,,,23.00,,,0,0,,0,,18.32,18.32,,18.32,,44.50,50.00,,,94.00,99.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0
CALMC-A03,Baseus Camouflage Mobile Game Cable USB For iP 2.4A 1m Blue,6953156290501,1,,,,,,4,,,,4,6.69,,,,6.69,26.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1
ACJHQ-01       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER DEEP SPACE BLACK                                                   ,6953156290853,,1,,,6.00,,,11,0,,11,,26.00,26.00,,26.00,,50.00,54.50,,,104.00,109.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,1,0,,1,,2,0,,2,,2,0,,2
ACJHQ-0S       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER SILVER                                                             ,6953156290860,,1,,,3.00,,,9,0,,9,,26.00,26.00,,26.00,,50.00,54.50,,,104.00,109.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,3,0,,3,,1,0,,1
CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,6953156291492,,,,,2.00,,,0,0,,0,,107.84,107.84,,107.84,,125.00,135.00,,,259.00,269.00,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0
SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,6953156291638,,1,1,,,,,17,22,,39,,21.07,21.07,,21.07,,45.00,50.00,,,89.00,99.00,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,9,4,,13,,19,11,,30
PPLG-01        ,Baseus Amblight Quick Charge power bank 33W 30000mAh Black,6953156292079,1,,,,,,5,0,0,,5,,88.91,88.91,,88.91,,144.50,149.50,,,299.00,299.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,0,0,0,,0
NGH15-01       ,BASEUS GAMO H15 BLACK 3.5MM WIRED IN-EAR EARPHONES                                                            ,6953156292314,,1,1,,,,,52,23,,75,,18.13,18.13,,18.13,,49.50,54.50,,,109.00,109.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,1,,9
NGH15-91       ,BASEUS GAMO H15 RES/BLACK 3.5MM WIRED IN-EAR EARPHONES                                                        ,6953156292321,,1,1,,5.00,,,54,34,,88,,18.13,18.13,,18.13,,49.50,54.50,,,109.00,109.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,0,,8
NGC15-01,Baseus GAMO Type-c Wired Earphone C15 Black,6953156292338,1,,,,45.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
NGC15-91,Baseus GAMO Type-c Wired Earphone C15 Red-black,6953156292345,1,,,,12.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CAHUB-AZ0G     ,BASEUS SUPERLATIVE MULTIFUNCTIONAL HUB DEEP GREY                                                              ,6953156293014,,1,1,,53.00,,,50,25,,75,,102.13,102.13,,102.13,,150.00,155.00,,,309.00,309.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,3,0,,3
CAHUB-CZ0G,Baseus Multi-functional HUB (Type-C to 3xUSB3.0+HD4K+SD/TF+PD) Deep gray,6953156293038,1,,,,12.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CAHUB-DZ0G,Baseus Multi-functional HUB (Type-C to 3xUSB3.0+HD4K+RJ45+PD) Deep gray,6953156293045,1,,,,21.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CAHUB-EZ0G,Baseus Multi-functional HUB (Type-C to 4xUSB3.0+PD) Deep gray,6953156293052,1,,,,3.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
NGA03-01       ,Baseus Encok Wireless Earphone A03 Black,6953156293243,1,1,,,1.00,,2,39,0,,41,,30.82,30.82,,30.82,,69.50,74.50,,,149.00,149.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,2,12,0,,14
NGA03-02       ,Baseus Encok Wireless Earphone A03 White,6953156293250,1,1,1,,21.00,,11,53,25,,89,,27.19,27.19,,27.19,,69.50,74.50,,,149.00,149.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,1,10,1,,12
NGW01-01       ,BASEUS ENCOK W01 BLACK TRUE WIRELESS IN-EAR EARPHONES                                                         ,6953156293267,,1,1,,16.00,,,58,34,,92,,66.22,66.22,,66.22,,114.50,119.50,,,239.00,239.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,5,0,,5
NGW01-02       ,BASEUS ENCOK W01 WHITE TRUE WIRELESS IN-EAR EARPHONES                                                         ,6953156293274,,1,1,,38.00,,,53,34,,87,,66.22,66.22,,66.22,,114.50,119.50,,,239.00,239.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,4,0,,4,,4,0,,4
CATMBJ-BG1,Baseus Simple HW Quick Charge Charging Data Cable USB For Type-C 40W 23cm Gray black,6953156293427,1,,,,7.00,,10,,,,10,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CATMBJ-BV3,Baseus Simple HW Quick Charge Charging Data Cable USB For Type-C 40W 23cm gold blue,6953156293434,1,,,,22.00,,10,,,,10,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CA1T4-I0G      ,Baseus Star Ring Series Four-in-one Wireless Charging Cable USB For+M+L+T+iW 1.2m Deep gray,6953156293618,1,,,,115.00,Not OK,10,0,0,,10,,28.96,28.96,,28.96,,65.00,69.50,,,65.00,139.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,0,0,,0
WXYYQIW03-01,Baseus YOYO Wireless Charger for iW（with 1M Cable）B,6953156293632,1,,,,41.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
WXYYQIW03-02,Baseus YOYO Wireless Charger for iW（with 1M Cable）W,6953156293649,1,,,,6.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
CAHUB-AH01,Baseus Converter (HD4K to VGA+Micro+DC3.5) Black,6953156293892,1,,,,4.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
WXYDIW02-01    ,Baseus Dotter Wireless Charger for AP Watch Black,6953156294073,1,1,1,,18.00,,5,56,28,,89,,23.57,23.57,,23.57,,49.50,54.50,,,109.00,109.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,0,,1,0,9,5,,14
WXYDIW02-02    ,BASEUS DOTTER WHITE WIRELESS CHARGER FOR APPLE WATCH                                                          ,6953156294080,,1,1,,19.00,,,56,22,,78,,23.57,23.57,,23.57,,49.50,54.50,,,109.00,109.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,2,,10
WIAPIPH58-QA01 ,Baseus Transparent Key Phone Case For IPX/XS 5.8inch Black,6953156295117,1,1,1,,,,5,46,24,,75,,6.60,6.60,,6.60,,30.00,34.50,,,30.00,69.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,8,0,,8
WIAPIPH58-QA02 ,Baseus Transparent Key Phone Case For IPX/XS 5.8inch Transparent,6953156295124,1,1,1,,6.00,,4,45,23,,72,,6.60,6.60,,6.60,,30.00,34.50,,,30.00,69.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,1,7,1,,9
WIAPPOD-BZ01,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Black,6953156295131,1,,,,15.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,5,,,,5
WIAPPOD-BZ04,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Pink,6953156295148,,,,,40.00,,0,,,,0,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,5,,,,5
WIAPPOD-BZ0Y,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Yellow,6953156295162,1,,,,32.00,,4,,,,4,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1
WIAPPOD-BZ0G,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Grey,6953156295179,1,,,,15.00,,5,,,,5,,,,,0.00,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0
WX3IN1-01      ,Baseus Smart 3in1 Wireless Charger For Phone+Watch+Pods（18W MAX）B,6953156295483,1,1,,,9.00,,4,39,0,,43,,51.18,51.18,,51.18,,95.00,100.00,,,95.00,199.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,1,9,0,,10
WX3IN1-02      ,Baseus Smart 3in1 Wireless Charger For Phone+Watch+Pods（18W MAX）W,6953156295490,1,1,,,4.00,,5,20,0,,25,,55.17,55.17,,55.17,,95.00,100.00,,,95.00,199.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,8,0,,8
4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,6958444961736,,,,,,,,0,,,0,,45.00,,,45.00,,94.50,,,,199.00,,,,34,,,34,,9,,,9,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0
RPH0890        ,ROCK SHOOTING GAME CONTROLLER WITH HANDLE BLACK                                                               ,6971680477397,,,,,,,,0,0,,0,,18.00,18.00,,18.00,,35.00,39.50,,,73.00,79.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0
BDC-480 SILVER ,Brave Lightning USB Fast Charger Data Cable 2.4A 1m (MFI Certified) - Silver,7447902860074,1,1,1,,2680.00,,8,52,28,,88,,15.43,15.43,,15.43,,29.50,34.50,,,59.00,69.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,2,33,6,,41
BBP-905        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Beige,7447902860388,1,,,,87.00,,5,0,,,5,197.68,197.68,,,197.68,324.35,487.00,,,,787.00,,,,0,,,0,,1,,,1,,0,,,0,,1,,,1,1,0,,,1,,0,,,0,0,0,,,0
BBP-904        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Dark Camouflage,7447902860456,1,,,,28.00,,3,0,,0,3,197.68,197.68,,,197.68,324.35,487.00,,513.81,,787.00,,799,,1,,,1,,2,,,2,,1,,0,1,,3,,0,3,,0,,0,0,4,0,,2,6,2,0,,0,2
BBP-903        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Army Grey,7447902860524,1,,,,33.00,,1,-1,,,0,197.68,197.68,,,197.68,324.35,487.00,,,,787.00,,,,0,,,0,,0,,,0,,1,,,1,,2,,,2,,0,,,0,,0,,,0,0,0,,,0
BBP-902        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Black Circuit Pattern,7447902860692,1,,,,101.00,Not OK,1,0,,0,1,197.68,197.68,,,197.68,324.35,487.00,,513.81,,787.00,,799,,1,,,1,,5,,,5,,0,,0,0,,2,,0,2,,0,,0,0,1,0,,2,3,1,0,,0,1
BBP-901        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Leather Black PU,7447902860838,1,,,,141.00,Not OK,4,0,,0,4,197.68,197.68,,,197.68,324.35,487.00,,513.81,,787.00,,799,,1,,,1,,3,,,3,,0,,0,0,,2,,1,3,1,0,,0,1,2,0,,1,3,1,0,,0,1
BCC-36W        ,BRAVE 2-PORT TYPE-C & QUICK CHARGE CAR CHARGER                                                                ,7447902861064,,1,1,,1684.00,,,32,25,,57,,13.44,13.44,,13.44,,45.00,50.00,,,89.00,99.00,,,,,,0,,,,,0,,,,,0,,,,,0,,11,0,,11,,17,0,,17,,20,1,,21
BAC-105        ,Brave Lightning to 3.5mm Audio Cable White,7447902861996,1,1,1,,,,2,42,18,,62,22.36,23.00,23.00,,23.00,54.45,44.50,49.50,,,93.00,99.00,,,,,,0,,,,,0,,,,,0,,2,0,,2,,14,0,,14,3,25,8,,36,0,15,14,,29
BHL-715        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,7447902862290,,1,1,,1645.00,,,38,20,,58,,12.00,12.00,,12.00,,30.00,34.50,,,62.00,69.00,,,,,,0,,,,,0,,,,,0,,0,0,,0,,33,0,,33,,50,17,,67,,34,16,,50
BDC-480 BLACK  ,Brave Lightning USB Fast Charger Data Cable 2.4A 1m (MFI Certified) - Black,7447902862818,1,1,1,,2623.00,,9,45,26,,80,,15.43,15.43,,15.43,,29.50,34.50,,,59.00,69.00,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,1,35,8,,44
